feature,importance,normalized_importance,cumulative_importance
Ускорение f1_690,3.9999999999999996,0.0004926108374384236,0.9956896551724139
Ускорение K_13,3.9999999999999996,0.0004926108374384236,0.9961822660098524
"Темп прироста 1 Прибыль (убыток) до налогообложения , RUB",3.9999999999999996,0.0004926108374384236,0.9966748768472908
Ускорение K_18,3.9999999999999996,0.0004926108374384236,0.9971674876847293
"Ускорение Долгосрочные обязательства, RUB",3.9999999999999996,0.0004926108374384236,0.9976600985221677
"Темп прироста 1 Капитал и резервы, RUB",2.9999999999999996,0.0003694581280788177,0.9980295566502466
Темп прироста 1 f1_290,1.9999999999999998,0.0002463054187192118,0.9982758620689658
Темп прироста 1 f1_690,1.9999999999999998,0.0002463054187192118,0.998522167487685
Темп прироста 2 f1_190,1.9999999999999998,0.0002463054187192118,0.9987684729064041
Темп роста 2 f1_690,1.9999999999999998,0.0002463054187192118,0.9990147783251233
"Темп прироста 2 Краткосрочные обязательства, RUB",1.9999999999999998,0.0002463054187192118,0.9992610837438425
Темп прироста 2 f1_690,1.9999999999999998,0.0002463054187192118,0.9995073891625617
"Темп прироста 1 Прибыль (убыток) от продажи, RUB",0.9999999999999999,0.0001231527093596059,0.9996305418719212
Темп прироста 1 f1_490,0.9999999999999999,0.0001231527093596059,0.9997536945812808
"Темп роста 1 Нематериальные активы, RUB",0.9999999999999999,0.0001231527093596059,0.9998768472906404
"Темп прироста 2 Выручка, RUB",0.0,0.0,1.0
Факт 1,0.0,0.0,1.0
Факт 39,0.0,0.0,1.0
Факт 37,0.0,0.0,1.0
"Темп прироста 1 Выручка, RUB",0.0,0.0,1.0
Факт 58,0.0,0.0,1.0
Факт 55,0.0,0.0,1.0
Факт 50,0.0,0.0,1.0
Факт 2,0.0,0.0,1.0
Факт 48,0.0,0.0,1.0
Факт 46,0.0,0.0,1.0
Факт 42,0.0,0.0,1.0
Факт 41,0.0,0.0,1.0
Факт 40,0.0,0.0,1.0
Факт 30,0.0,0.0,1.0
Факт 51,0.0,0.0,1.0
Факт 3,0.0,0.0,1.0
"Темп прироста 2 Уставный капитал , RUB",0.0,0.0,1.0
Факт 12,0.0,0.0,1.0
"Темп прироста 2 Заёмные средства (краткосрочные), RUB",0.9999999999999999,0.0001231527093596059,1.0
Факт 31,0.0,0.0,1.0
Факт 32,0.0,0.0,1.0
"Темп прироста 1 Долгосрочные обязательства, RUB",0.0,0.0,1.0
"Темп прироста 1 Оборотные активы, RUB",0.0,0.0,1.0
Факт 28,0.0,0.0,1.0
Факт 24,0.0,0.0,1.0
"Ускорение Уставный капитал , RUB",0.0,0.0,1.0
Факт 23,0.0,0.0,1.0
"Темп прироста 1 Нематериальные активы, RUB",0.0,0.0,1.0
Факт 27,0.0,0.0,1.0
Факт 33,0.0,0.0,1.0
Темп прироста 1 f1_590,0.0,0.0,1.0
"Темп прироста 2 Капитал и резервы, RUB",0.0,0.0,1.0
Факт 14,0.0,0.0,1.0
Факт 7,0.0,0.0,1.0
Факт 57,0.0,0.0,1.0
