feature,importance,normalized_importance,cumulative_importance
"Темп прироста 1 Заёмные средства (краткосрочные), RUB",15.0,0.001419782300047326,0.9624230951254146
"Темп прироста 2 Прибыль (убыток) до налогообложения , RUB",15.0,0.001419782300047326,0.9638428774254619
Ускорение K_17,14.000000000000002,0.0013251301467108378,0.9651680075721728
"Темп роста 2 Оборотные активы, RUB",14.000000000000002,0.0013251301467108378,0.9664931377188837
Ускорение f1_290,14.000000000000002,0.0013251301467108378,0.9678182678655946
K_20 2,14.000000000000002,0.0013251301467108378,0.9691433980123054
"Темп прироста 2 Нематериальные активы, RUB",13.000000000000002,0.0012304779933743494,0.9703738760056798
"Темп прироста 1 Нематериальные активы, RUB",13.000000000000002,0.0012304779933743494,0.9716043539990542
Темп роста 1 f1_590,13.000000000000002,0.0012304779933743494,0.9728348319924286
"Темп роста 1 Нематериальные активы, RUB",13.000000000000002,0.0012304779933743494,0.974065309985803
"Темп прироста 2 Дебиторская задолженность, RUB",13.000000000000002,0.0012304779933743494,0.9752957879791774
"Ускорение Внеоборотные активы, RUB",11.999999999999998,0.0011358258400378607,0.9764316138192153
Темп роста 1 f1_490,11.999999999999998,0.0011358258400378607,0.9775674396592532
"Темп роста 2 Нематериальные активы, RUB",11.999999999999998,0.0011358258400378607,0.9787032654992911
Темп роста 1 K_17,10.999999999999998,0.0010411736867013723,0.9797444391859925
K_13 2,10.0,0.000946521533364884,0.9806909607193574
Темп роста 2 f1_190,10.0,0.000946521533364884,0.9816374822527222
"Темп прироста 1 Оборотные активы, RUB",10.0,0.000946521533364884,0.982584003786087
Темп прироста 2 K_14,10.0,0.000946521533364884,0.9835305253194518
"Темп прироста 1 Капитал и резервы, RUB",10.0,0.000946521533364884,0.9844770468528167
"Темп прироста 1 Выручка, RUB",9.000000000000002,0.0008518693800283958,0.985328916232845
Темп роста 1 f1_690,9.000000000000002,0.0008518693800283958,0.9861807856128734
"Темп прироста 1 Основные средства , RUB",7.999999999999999,0.0007572172266919071,0.9869380028395652
"Темп роста 2 Выручка, RUB",7.999999999999999,0.0007572172266919071,0.9876952200662571
"Темп роста 1 Выручка, RUB",7.999999999999999,0.0007572172266919071,0.988452437292949
Ускорение f1_590,7.999999999999999,0.0007572172266919071,0.9892096545196408
"Темп прироста 2 Капитал и резервы, RUB",7.000000000000001,0.0006625650733554189,0.9898722195929962
"Ускорение Заёмные средства (долгосрочные), RUB",7.000000000000001,0.0006625650733554189,0.9905347846663516
Темп прироста 2 K_1,5.999999999999999,0.0005679129200189303,0.9911026975863705
Темп прироста 1 K_1,5.999999999999999,0.0005679129200189303,0.9916706105063894
Ускорение K_14,5.999999999999999,0.0005679129200189303,0.9922385234264083
Темп роста 2 f1_290,5.999999999999999,0.0005679129200189303,0.9928064363464272
Ускорение f1_190,5.999999999999999,0.0005679129200189303,0.9933743492664461
"Темп прироста 2 Себестоимость продаж, RUB",5.999999999999999,0.0005679129200189303,0.993942262186465
"Темп прироста 2 Внеоборотные активы, RUB",5.999999999999999,0.0005679129200189303,0.9945101751064839
"Темп прироста 1 Кредиторская задолженность, RUB",5.0,0.000473260766682442,0.9949834358731663
"Темп прироста 2 Заёмные средства (краткосрочные), RUB",5.0,0.000473260766682442,0.9954566966398487
"Темп прироста 2 Основные средства , RUB",5.0,0.000473260766682442,0.9959299574065311
Темп прироста 1 f1_690,5.0,0.000473260766682442,0.9964032181732135
"Темп прироста 1 Себестоимость продаж, RUB",5.0,0.000473260766682442,0.996876478939896
"Темп прироста 2 Заёмные средства (долгосрочные), RUB",5.0,0.000473260766682442,0.9973497397065784
Темп прироста 1 f1_590,5.0,0.000473260766682442,0.9978230004732608
"Темп прироста 2 Выручка, RUB",3.9999999999999996,0.00037860861334595357,0.9982016090866067
"Темп прироста 2 Краткосрочные обязательства, RUB",3.9999999999999996,0.00037860861334595357,0.9985802176999526
Темп прироста 1 f1_290,2.9999999999999996,0.0002839564600094652,0.9988641741599621
"Темп прироста 2 Кредиторская задолженность, RUB",2.9999999999999996,0.0002839564600094652,0.9991481306199715
Темп роста 2 f1_590,1.9999999999999998,0.00018930430667297678,0.9993374349266445
"Ускорение Краткосрочные обязательства, RUB",1.9999999999999998,0.00018930430667297678,0.9995267392333175
"Темп прироста 2 Оборотные активы, RUB",0.9999999999999999,9.465215333648839e-05,0.999621391386654
Темп прироста 2 f1_290,0.9999999999999999,9.465215333648839e-05,0.9997160435399904
Ускорение f1_690,0.9999999999999999,9.465215333648839e-05,0.9998106956933269
Темп прироста 1 f1_490,0.9999999999999999,9.465215333648839e-05,0.9999053478466634
Темп прироста 2 f1_190,0.9999999999999999,9.465215333648839e-05,0.9999999999999999
Факт 23,0.0,0.0,0.9999999999999999
Факт 31,0.0,0.0,0.9999999999999999
Факт 32,0.0,0.0,0.9999999999999999
Факт 28,0.0,0.0,0.9999999999999999
Факт 30,0.0,0.0,0.9999999999999999
Факт 40,0.0,0.0,0.9999999999999999
Факт 41,0.0,0.0,0.9999999999999999
Факт 42,0.0,0.0,0.9999999999999999
Факт 48,0.0,0.0,0.9999999999999999
Факт 50,0.0,0.0,0.9999999999999999
Факт 51,0.0,0.0,0.9999999999999999
Факт 55,0.0,0.0,0.9999999999999999
Факт 57,0.0,0.0,0.9999999999999999
Факт 58,0.0,0.0,0.9999999999999999
Факт 37,0.0,0.0,0.9999999999999999
Факт 39,0.0,0.0,0.9999999999999999
Факт 14,0.0,0.0,0.9999999999999999
Факт 1,0.0,0.0,0.9999999999999999
Факт 12,0.0,0.0,0.9999999999999999
"Ускорение Уставный капитал , RUB",0.0,0.0,0.9999999999999999
"Темп прироста 2 Уставный капитал , RUB",0.0,0.0,0.9999999999999999
"Темп прироста 1 Уставный капитал , RUB",0.0,0.0,0.9999999999999999
Факт 2,0.0,0.0,0.9999999999999999
Факт 3,0.0,0.0,0.9999999999999999
Факт 7,0.0,0.0,0.9999999999999999
Факт 33,0.0,0.0,0.9999999999999999
Факт 27,0.0,0.0,0.9999999999999999
Факт 24,0.0,0.0,0.9999999999999999
Факт 46,0.0,0.0,0.9999999999999999
